Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Carcinogen,Unit of Measure,Total Releases
332991,CHROMIUM,1,1,1,Pounds,93
334419,LEAD,1,1,1,Pounds,1
334417,LEAD,1,1,1,Pounds,130.45
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.269
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.354
339991,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,3.9
339991,ZINC COMPOUNDS,0,1,0,Pounds,5255.2
334416,LEAD,1,1,1,Pounds,0.54
339112,ETHYLENE OXIDE,1,0,1,Pounds,382
327212,BARIUM COMPOUNDS,0,1,0,Pounds,671
327212,LEAD COMPOUNDS,1,1,0,Pounds,9.4
327212,ZINC COMPOUNDS,0,1,0,Pounds,498
322222,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,10725
322222,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,5937
325188,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,12357
333132,COPPER,0,1,0,Pounds,108
333132,LEAD,1,1,1,Pounds,0
333132,NICKEL,1,1,1,Pounds,14
333132,TRICHLOROETHYLENE,1,0,1,Pounds,16821
322121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
322121,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.011
327320,LEAD,1,1,1,Pounds,0.17
325910,TOLUENE,1,0,0,Pounds,4013
339991,ZINC COMPOUNDS,0,1,0,Pounds,3688
221112,LEAD COMPOUNDS,1,1,0,Pounds,275.606
332999,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,82
332999,LEAD,1,1,1,Pounds,13.537
332999,TRICHLOROETHYLENE,1,0,1,Pounds,8305
332116,SILVER,0,1,0,Pounds,0
325211,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.1
325211,ETHYLBENZENE,1,0,0,Pounds,1030.1
325211,ETHYLENE,0,0,0,Pounds,5
325211,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,18270
335110,MERCURY COMPOUNDS,1,1,0,Pounds,281
325211,MERCURY COMPOUNDS,1,1,0,Pounds,2.2
325211,N-BUTYL ALCOHOL,0,0,0,Pounds,5
325211,NAPHTHALENE,1,0,0,Pounds,10
325211,TOLUENE,1,0,0,Pounds,44545
325211,ZINC COMPOUNDS,0,1,0,Pounds,25920
221112,BARIUM COMPOUNDS,0,1,0,Pounds,11484
221112,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,605
221112,LEAD COMPOUNDS,1,1,0,Pounds,766.4
221112,MANGANESE COMPOUNDS,1,1,0,Pounds,4147
221112,MERCURY COMPOUNDS,1,1,0,Pounds,50.1
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,155
541380,TETRACHLOROETHYLENE,1,0,1,Pounds,7076
333415,CHLORODIFLUOROMETHANE,0,0,0,Pounds,500
331521,LEAD COMPOUNDS,1,1,0,Pounds,0
325510,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,5
331111,LEAD COMPOUNDS,1,1,0,Pounds,190.769
331111,MANGANESE COMPOUNDS,1,1,0,Pounds,346.366
331111,MERCURY COMPOUNDS,1,1,0,Pounds,127.910031
311513,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
311513,NITRIC ACID,0,0,0,Pounds,0
336391,CHROMIUM,1,1,1,Pounds,1295
562920,COPPER,0,1,0,Pounds,0
562920,LEAD,1,1,1,Pounds,36.4
334418,LEAD,1,1,1,Pounds,0.5
331111,COBALT,1,1,1,Pounds,275
331111,COPPER,0,1,0,Pounds,1403
331111,MANGANESE,1,1,0,Pounds,4016
331111,NITRIC ACID,0,0,0,Pounds,1006
326130,STYRENE,1,0,1,Pounds,250
311511,NITRIC ACID,0,0,0,Pounds,0
334418,LEAD,1,1,1,Pounds,0.0372
325520,DIISOCYANATES,1,0,0,Pounds,2612.5
325520,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,4.2
311511,NITRATE COMPOUNDS,0,0,0,Pounds,0
311511,NITRIC ACID,0,0,0,Pounds,0
311513,NITRIC ACID,0,0,0,Pounds,0
323111,COPPER,0,1,0,Pounds,5
323111,ZINC COMPOUNDS,0,1,0,Pounds,144
336412,CHROMIUM,1,1,1,Pounds,50
336412,LEAD,1,1,1,Pounds,4
336412,NICKEL,1,1,1,Pounds,110
335999,CHROMIUM,1,1,1,Pounds,1.6
335999,COPPER,0,1,0,Pounds,9.1
331312,CHLORINE,1,0,0,Pounds,8251
331312,COPPER,0,1,0,Pounds,409
331312,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,1.45835
331312,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,31229
331312,HYDROGEN FLUORIDE,1,0,0,Pounds,99488
331312,MANGANESE,1,1,0,Pounds,171
331312,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,980
334413,AMMONIA,0,0,0,Pounds,2308
334413,COPPER COMPOUNDS,0,1,0,Pounds,7089
334413,ETHYLENE GLYCOL,1,0,0,Pounds,600
334413,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,4300
334413,LEAD,1,1,1,Pounds,3506.8
334413,METHANOL,1,0,0,Pounds,2601
334413,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,414
334413,NITRIC ACID,0,0,0,Pounds,1000
334413,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,3500
334413,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,600
332999,CHROMIUM,1,1,1,Pounds,11.61
332999,NICKEL,1,1,1,Pounds,13
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.8
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,372
424710,ETHYLBENZENE,1,0,0,Pounds,688
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,21
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1.79
424710,TOLUENE,1,0,0,Pounds,1523
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,350
335932,LEAD COMPOUNDS,1,1,0,Pounds,6
335932,STYRENE,1,0,1,Pounds,1400
326113,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,4009
326113,METHYL METHACRYLATE,1,0,0,Pounds,214627
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.28
424710,ETHYLBENZENE,1,0,0,Pounds,241
424710,N-HEXANE,1,0,0,Pounds,814
424710,NAPHTHALENE,1,0,0,Pounds,24
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,12.5
424710,TOLUENE,1,0,0,Pounds,942
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,1155
326191,METHYL METHACRYLATE,1,0,0,Pounds,147
326191,STYRENE,1,0,1,Pounds,838
327992,124-TRIMETHYLBENZENE,0,0,0,Pounds,0.2
327992,12-DICHLOROPROPANE,1,0,0,Pounds,29.2
327992,2-ETHOXYETHA0L,0,0,0,Pounds,3.86
327992,2-METHOXYETHA0L,0,0,0,Pounds,3.86
327992,ACETOPHE0NE,1,0,0,Pounds,17.5
327992,ANILINE,1,0,0,Pounds,4.34
327992,BENZENE,1,0,1,Pounds,24.09
326113,ZINC COMPOUNDS,0,1,0,Pounds,1192
325132,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,1
325132,P-PHENYLENEDIAMINE,1,0,0,Pounds,0
333611,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.115
323122,COPPER COMPOUNDS,0,1,0,Pounds,246.16
334419,LEAD,1,1,1,Pounds,0
327992,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,7.56
327992,CHLOROBENZENE,1,0,0,Pounds,12.75
327992,CHLOROFORM,1,0,1,Pounds,0.48
327992,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,0.8727
327992,CRESOL (MIXED ISOMERS),1,0,0,Pounds,3.76
327992,CYCLOHEXANE,0,0,0,Pounds,10.95
327992,DIBUTYL PHTHALATE,1,0,0,Pounds,18.21
327992,DIMETHYL SULFATE,1,0,1,Pounds,0.56
327992,ETHYLBENZENE,1,0,0,Pounds,67.8
327992,ETHYLENE,0,0,0,Pounds,13.46
327992,FORMALDEHYDE,1,0,1,Pounds,61.67
327992,FORMIC ACID,0,0,0,Pounds,1.75
334513,LEAD,1,1,1,Pounds,0.2
336399,DIISOCYANATES,1,0,0,Pounds,0.02
336399,LEAD,1,1,1,Pounds,113.37
322121,FORMALDEHYDE,1,0,1,Pounds,785
322121,METHANOL,1,0,0,Pounds,15828
322121,PHENOL,1,0,0,Pounds,1049
334413,LEAD,1,1,1,Pounds,0.5
424710,BENZENE,1,0,1,Pounds,444
424710,CYCLOHEXANE,0,0,0,Pounds,832
424710,ETHYLBENZENE,1,0,0,Pounds,464
424710,N-HEXANE,1,0,0,Pounds,463
424710,POLYCHLORINATED BIPHENYLS,1,0,1,Pounds,0
331422,ANTIMONY COMPOUNDS,1,1,0,Pounds,561
331422,LEAD,1,1,1,Pounds,0
327992,METHYL METHACRYLATE,1,0,0,Pounds,12.67
327992,METHYL TERT-BUTYL ETHER,1,0,0,Pounds,18.02
327992,NN-DIMETHYLFORMAMIDE,1,0,1,Pounds,19.77
327992,N-BUTYL ALCOHOL,0,0,0,Pounds,237.07
327992,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,1.02
327992,NITROBENZENE,1,0,0,Pounds,10.95
327992,O-TOLUIDINE,1,0,1,Pounds,5.66
327992,P-CRESOL,1,0,0,Pounds,12.17
327992,PYRIDINE,0,0,0,Pounds,149.68
327992,STYRENE,1,0,1,Pounds,10.96
327992,TRICHLOROETHYLENE,1,0,1,Pounds,2.66
327992,XYLENE (MIXED ISOMERS),1,0,0,Pounds,64.88
424710,BENZENE,1,0,1,Pounds,628.73
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.5
424710,TOLUENE,1,0,0,Pounds,952.21
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,532.34
221112,MERCURY COMPOUNDS,1,1,0,Pounds,12.75
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.013
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,2324
325199,ANILINE,1,0,0,Pounds,4890
325199,DIPHENYLAMINE,0,0,0,Pounds,1706
325199,HYDROQUI0NE,1,0,0,Pounds,15
325199,O-XYLENE,1,0,0,Pounds,10988
327215,LEAD,1,1,1,Pounds,283.3
327215,MERCURY,1,1,0,Pounds,0.688
336510,CHROMIUM,1,1,1,Pounds,28.4
541712,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.00169
541712,LEAD,1,1,1,Pounds,305606.056
541712,POLYCHLORINATED BIPHENYLS,1,0,1,Pounds,30
541712,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.023
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,10
336211,ETHYLENE GLYCOL,1,0,0,Pounds,0
311513,NITRATE COMPOUNDS,0,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,854.46
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.0583
325199,CHLORINE,1,0,0,Pounds,1017
325199,NITRIC ACID,0,0,0,Pounds,0.02
332813,NITRATE COMPOUNDS,0,0,0,Pounds,0
332813,NITRIC ACID,0,0,0,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,10.01
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,96.01
424710,NAPHTHALENE,1,0,0,Pounds,2.01
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
325199,ZINC COMPOUNDS,0,1,0,Pounds,296649
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
327993,AMMONIA,0,0,0,Pounds,101093
334419,LEAD,1,1,1,Pounds,0.078
333911,COPPER,0,1,0,Pounds,29468
333911,MANGANESE,1,1,0,Pounds,462
333911,TOLUENE,1,0,0,Pounds,6209
336399,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,16826
336399,CHROMIUM,1,1,1,Pounds,65.217
336399,DIISOCYANATES,1,0,0,Pounds,3
336399,MANGANESE,1,1,0,Pounds,50.986
311411,PERACETIC ACID,0,0,0,Pounds,5
325188,NITRIC ACID,0,0,0,Pounds,500
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,13.41
424710,LEAD COMPOUNDS,1,1,0,Pounds,0.64
424710,N-HEXANE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,565
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1246.25
334310,LEAD,1,1,1,Pounds,0.11
424710,NAPHTHALENE,1,0,0,Pounds,0.52
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
424710,TOLUENE,1,0,0,Pounds,608.02
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,216.28
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,48
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,276
424710,N-HEXANE,1,0,0,Pounds,425
424710,NAPHTHALENE,1,0,0,Pounds,5
424710,TOLUENE,1,0,0,Pounds,204
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.234496
221112,ETHYLENE GLYCOL,1,0,0,Pounds,717.4
331314,ALUMINUM (FUME OR DUST),0,1,0,Pounds,101837
331314,COPPER,0,1,0,Pounds,5098.15
331314,LEAD,1,1,1,Pounds,257.23
327310,LEAD COMPOUNDS,1,1,0,Pounds,8.2
327310,MERCURY COMPOUNDS,1,1,0,Pounds,0.026
327310,LEAD COMPOUNDS,1,1,0,Pounds,8.77
327310,MERCURY COMPOUNDS,1,1,0,Pounds,48.142
335912,LEAD,1,1,1,Pounds,0
333912,NICKEL,1,1,1,Pounds,251
221112,AMMONIA,0,0,0,Pounds,2225.24
221112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.57244
325199,CHLORINE,1,0,0,Pounds,146.19
322121,CHLORINE,1,0,0,Pounds,1295
322121,CHLORINE DIOXIDE,0,0,0,Pounds,647
322121,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,1.5158
322121,NITRATE COMPOUNDS,0,0,0,Pounds,23496
322121,PHENOL,1,0,0,Pounds,8684
322121,ZINC COMPOUNDS,0,1,0,Pounds,26477
325188,BARIUM COMPOUNDS,0,1,0,Pounds,6880
333612,COPPER,0,1,0,Pounds,265
333612,LEAD,1,1,1,Pounds,0.65
334411,CHROMIUM,1,1,1,Pounds,40
334411,COPPER,0,1,0,Pounds,72
221112,LEAD,1,1,1,Pounds,541.517347
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,69.9442
334411,NITRIC ACID,0,0,0,Pounds,255
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,16598.23
325199,METHANOL,1,0,0,Pounds,33
325199,NN-DIMETHYLFORMAMIDE,1,0,1,Pounds,227.03
325199,PHENOL,1,0,0,Pounds,6
325199,PROPARGYL ALCOHOL,0,0,0,Pounds,55
325199,SEC-BUTYL ALCOHOL,0,0,0,Pounds,7
325199,TOLUENE,1,0,0,Pounds,575
325199,XYLENE (MIXED ISOMERS),1,0,0,Pounds,84
324191,ETHYLENE GLYCOL,1,0,0,Pounds,51660
324191,TETRACHLOROETHYLENE,1,0,1,Pounds,21075
331312,BENZO(GHI)PERYLENE,1,0,1,Pounds,8.3
331312,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,68
325188,LEAD COMPOUNDS,1,1,0,Pounds,28
325188,NITRATE COMPOUNDS,0,0,0,Pounds,75
332999,LEAD,1,1,1,Pounds,1345
336350,COPPER,0,1,0,Pounds,5
336350,NICKEL,1,1,1,Pounds,5
331511,ARSENIC COMPOUNDS,1,1,0,Pounds,15.251
331511,COBALT COMPOUNDS,1,1,1,Pounds,39885.2
331511,COPPER COMPOUNDS,0,1,0,Pounds,63565
331511,LEAD COMPOUNDS,1,1,0,Pounds,2667.17
331511,NICKEL COMPOUNDS,1,1,0,Pounds,39760.3
221112,AMMONIA,0,0,0,Pounds,6448
325188,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,23
325188,LEAD,1,1,1,Pounds,8.052
334111,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,1820
334111,NITRIC ACID,0,0,0,Pounds,830
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
424710,CUMENE,1,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
334111,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1.051
334111,THIOUREA,0,0,1,Pounds,255
331492,ANTIMONY COMPOUNDS,1,1,0,Pounds,131035.9
331492,ARSENIC COMPOUNDS,1,1,0,Pounds,34775.5
331492,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.1
331492,LEAD COMPOUNDS,1,1,0,Pounds,915585.2
325131,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,16
325131,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,2521
325131,NITRATE COMPOUNDS,0,0,0,Pounds,0
325131,NITRIC ACID,0,0,0,Pounds,908
331315,ALUMINUM (FUME OR DUST),0,1,0,Pounds,145301
325199,AMMONIA,0,0,0,Pounds,26
325199,BENZOYL CHLORIDE,0,0,0,Pounds,118
325199,ETHYLBENZENE,1,0,0,Pounds,36
325199,MALEIC ANHYDRIDE,1,0,0,Pounds,14
325199,ZINC COMPOUNDS,0,1,0,Pounds,172
325998,CHLORINE,1,0,0,Pounds,1.15
325998,METHANOL,1,0,0,Pounds,2.36
331315,COPPER,0,1,0,Pounds,769
331315,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,2.1270122
331315,LEAD,1,1,1,Pounds,56.5
331315,MANGANESE,1,1,0,Pounds,2706
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,3610
424710,ETHYLBENZENE,1,0,0,Pounds,1005
424710,NAPHTHALENE,1,0,0,Pounds,760
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,3.6
331491,HYDROGEN FLUORIDE,1,0,0,Pounds,40.7
331491,LEAD,1,1,1,Pounds,0
331491,NICKEL,1,1,1,Pounds,717.9
325188,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
221112,COBALT COMPOUNDS,1,1,1,Pounds,5124.5
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.0098
221112,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,9552
221112,LEAD COMPOUNDS,1,1,0,Pounds,1792.1
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,15
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,26
424710,N-HEXANE,1,0,0,Pounds,255
424710,NAPHTHALENE,1,0,0,Pounds,5
424710,TOLUENE,1,0,0,Pounds,242
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,109
221112,MERCURY,1,1,0,Pounds,4
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.46
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,1424
221112,VANADIUM COMPOUNDS,0,1,0,Pounds,2030.2
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.026651
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,4.241735
325611,ETHYLENE GLYCOL,1,0,0,Pounds,0
325611,TETRACHLOROETHYLENE,1,0,1,Pounds,0
332321,COPPER,0,1,0,Pounds,255
334111,LEAD,1,1,1,Pounds,31.7
331421,COPPER COMPOUNDS,0,1,0,Pounds,6855
331421,ZINC COMPOUNDS,0,1,0,Pounds,4648
424710,BENZENE,1,0,1,Pounds,363
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,83
424710,NAPHTHALENE,1,0,0,Pounds,16
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
424710,TOLUENE,1,0,0,Pounds,770
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,360
325131,TOLUENE,1,0,0,Pounds,30
334418,LEAD COMPOUNDS,1,1,0,Pounds,2.6
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,193.39
424710,BENZENE,1,0,1,Pounds,268.01
424710,TOLUENE,1,0,0,Pounds,387.3
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,155.69
335931,ANTIMONY COMPOUNDS,1,1,0,Pounds,7419
335931,NICKEL,1,1,1,Pounds,1248
335931,ZINC COMPOUNDS,0,1,0,Pounds,281051
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.362102
221112,LEAD COMPOUNDS,1,1,0,Pounds,611
221112,MANGANESE COMPOUNDS,1,1,0,Pounds,24426
221112,MERCURY COMPOUNDS,1,1,0,Pounds,28.5
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,52.02
424710,N-HEXANE,1,0,0,Pounds,366.06
336312,LEAD,1,1,1,Pounds,6
331111,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,1250
331111,LEAD COMPOUNDS,1,1,0,Pounds,168.8
339912,AMMONIA,0,0,0,Pounds,7.4
339912,CHROMIUM,1,1,1,Pounds,1220
326199,LEAD,1,1,1,Pounds,4.07
334412,LEAD COMPOUNDS,1,1,0,Pounds,0
221112,BARIUM COMPOUNDS,0,1,0,Pounds,76605.91
221112,COPPER COMPOUNDS,0,1,0,Pounds,6799.78
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,2.60255
221112,HYDROGEN FLUORIDE,1,0,0,Pounds,12637
221112,LEAD COMPOUNDS,1,1,0,Pounds,4941.78
221112,MANGANESE COMPOUNDS,1,1,0,Pounds,41706.61
221112,MERCURY COMPOUNDS,1,1,0,Pounds,285.272
221112,VANADIUM COMPOUNDS,0,1,0,Pounds,220360.92
221112,ZINC COMPOUNDS,0,1,0,Pounds,14070.31
326130,METHYL METHACRYLATE,1,0,0,Pounds,6762
339991,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
334412,NITRIC ACID,0,0,0,Pounds,400
334418,LEAD,1,1,1,Pounds,0
562112,ETHYLENE GLYCOL,1,0,0,Pounds,38.3
562112,LEAD,1,1,1,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,229
424710,LEAD,1,1,1,Pounds,0.13
424710,N-HEXANE,1,0,0,Pounds,1
424710,NAPHTHALENE,1,0,0,Pounds,11
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1.01
327213,LEAD COMPOUNDS,1,1,0,Pounds,493
333298,CHROMIUM,1,1,1,Pounds,67
327999,NITRIC ACID,0,0,0,Pounds,14090
327999,NITRATE COMPOUNDS,0,0,0,Pounds,0
562112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
562112,ZINC COMPOUNDS,0,1,0,Pounds,0
221112,AMMONIA,0,0,0,Pounds,4997
221112,BARIUM COMPOUNDS,0,1,0,Pounds,51050
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.2476
221112,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,7678
221112,MANGANESE COMPOUNDS,1,1,0,Pounds,19883
332116,TETRACHLOROETHYLENE,1,0,1,Pounds,7500
325998,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,5
325998,METHANOL,1,0,0,Pounds,10
332112,COBALT,1,1,1,Pounds,2
332112,COPPER,0,1,0,Pounds,1
332112,MANGANESE,1,1,0,Pounds,0
326199,STYRENE,1,0,1,Pounds,5932
326199,DIISOCYANATES,1,0,0,Pounds,345
326199,TOLUENE,1,0,0,Pounds,10317
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,169918
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.006121
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1.072216
332999,COPPER,0,1,0,Pounds,1
326299,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
326299,LEAD COMPOUNDS,1,1,0,Pounds,3594
326299,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
332431,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,84532
327320,NITRATE COMPOUNDS,0,0,0,Pounds,0
332112,NICKEL,1,1,1,Pounds,226
334414,LEAD COMPOUNDS,1,1,0,Pounds,0
332431,HYDROGEN FLUORIDE,1,0,0,Pounds,4
332431,LEAD,1,1,1,Pounds,2.2
332431,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,103
325199,FORMALDEHYDE,1,0,1,Pounds,3187
331419,COPPER,0,1,0,Pounds,105
336413,LEAD,1,1,1,Pounds,171.59
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.03
221112,NAPHTHALENE,1,0,0,Pounds,6
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.1
611310,COPPER,0,1,0,Pounds,48426
611310,LEAD COMPOUNDS,1,1,0,Pounds,34954.3
314992,FORMALDEHYDE,1,0,1,Pounds,2942.26
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.28
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.06
331521,COPPER,0,1,0,Pounds,0
331524,ALUMINUM (FUME OR DUST),0,1,0,Pounds,0
324121,XYLENE (MIXED ISOMERS),1,0,0,Pounds,280
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.015
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.019
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.51
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.008
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.2
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,148.04
424710,BENZENE,1,0,1,Pounds,1283.02
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.001
424710,LEAD COMPOUNDS,1,1,0,Pounds,0.0007
424710,N-HEXANE,1,0,0,Pounds,1619.02
424710,NAPHTHALENE,1,0,0,Pounds,32.01
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.01
325620,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,21911.27
